ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,functional,fireplaces,garage_type,garage_finish,garage_cars,garage_area,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_season_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude,id
Two_Story_1946_and_Newer,Residential_Low_Density,133,11003,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1308,1308,GasA,Excellent,Y,SBrkr,1308,568,1876,0,0,2,1,3,1,7,Typ,0,BuiltIn,RFn,3,848,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,229800,-93.689071,42.024601,2751
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8990,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,Unf,7,Unf,0,1498,1498,GasA,Excellent,Y,SBrkr,1498,0,1498,0,0,2,0,2,1,5,Typ,0,Attchd,RFn,2,675,Typical,Paved,351,33,0,0,0,0,No_Pool,No_Fence,None,0,4,2006,New,Partial,204900,-93.688925,42.025218,2756
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,84,10084,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1528,1552,GasA,Excellent,Y,SBrkr,1552,0,1552,0,0,2,0,3,1,7,Typ,0,Attchd,RFn,3,782,Typical,Paved,144,20,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,212900,-93.684116,42.016004,2811
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8772,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,340,1336,GasA,Excellent,Y,SBrkr,1336,0,1336,1,0,2,0,3,1,6,Typ,0,Attchd,Unf,2,502,Typical,Paved,136,43,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,198000,-93.685872,42.013991,2813
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8767,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1286,1310,GasA,Excellent,Y,SBrkr,1310,0,1310,0,0,2,0,3,1,6,Typ,1,Attchd,Fin,2,400,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,164990,-93.683758,42.014593,2816
Two_Story_1946_and_Newer,Residential_Low_Density,90,11060,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,Two_Story,Average,2003,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1150,1150,GasA,Excellent,Y,SBrkr,1164,1150,2314,0,0,2,1,3,1,9,Typ,1,BuiltIn,Fin,2,502,Typical,Paved,0,274,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,ConLD,Normal,229000,-93.671612,42.018648,2825
One_Story_1945_and_Older,Residential_Low_Density,60,8088,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,OneFam,One_Story,Fair,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,498,498,GasA,Typical,N,FuseF,498,0,498,0,0,1,0,1,1,3,Typ,0,Detchd,Unf,1,216,Fair,Dirt_Gravel,0,0,100,0,0,0,No_Pool,No_Fence,None,0,2,2006,ConLD,Normal,35000,-93.659043,42.021559,2844
One_and_Half_Story_Finished_All_Ages,C_all,60,11040,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,0,637,GasA,Good,Y,SBrkr,897,439,1336,0,0,1,1,3,1,7,Typ,0,CarPort,Unf,1,570,Typical,Paved,0,47,120,0,0,0,No_Pool,No_Fence,None,0,9,2006,COD,Normal,108000,-93.615307,42.019025,2879
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,41,5748,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,TwnhsE,One_Story,Average,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,473,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,0,1573,GasA,Excellent,Y,SBrkr,1778,0,1778,2,0,2,0,2,1,5,Typ,1,Attchd,Fin,2,495,Typical,Paved,123,53,0,0,153,0,No_Pool,No_Fence,None,0,2,2006,New,Partial,375000,-93.616026,42.009398,2884
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,11443,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,408,1868,GasA,Excellent,Y,SBrkr,2028,0,2028,1,0,2,0,2,1,7,Typ,2,Attchd,RFn,3,880,Typical,Paved,326,66,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,369900,-93.64898,41.993258,2902
